Bl	G	R	H	S	V	L	A	B	Color
78	65	0	95	255	78	63	115	115	2
78	65	0	95	255	78	63	115	115	2
80	65	0	96	255	80	63	116	114	2
85	65	1	97	252	85	64	118	111	2
85	64	2	98	249	85	63	118	111	2
86	62	1	98	252	86	61	120	109	2
91	59	0	101	255	91	59	124	104	2
95	59	0	101	255	95	60	127	102	2
98	59	1	102	252	98	61	127	100	2
97	63	1	101	252	97	64	125	103	2
100	63	1	101	252	100	64	126	101	2
100	62	1	101	252	100	63	127	101	2
102	62	2	102	250	102	64	127	100	2
105	62	2	103	250	105	64	129	98	2
106	61	3	103	248	106	64	129	97	2
104	59	3	103	248	104	61	131	97	2
105	57	3	104	248	105	60	132	96	2
108	59	3	104	248	108	62	132	95	2
103	57	4	104	245	103	60	131	96	2
108	57	4	105	246	108	61	133	94	2
108	56	3	105	248	108	60	134	93	2
109	55	2	105	250	109	59	135	92	2
111	56	3	105	248	111	61	135	92	2
111	60	4	104	246	111	64	132	94	2
113	60	3	104	248	113	64	133	93	2
103	66	0	101	255	103	67	125	101	2
105	68	2	101	250	105	69	125	101	2
96	71	1	98	252	96	71	118	108	2
92	72	0	97	255	92	71	116	111	2
89	71	4	96	244	89	70	116	112	2
87	71	10	96	226	87	70	116	113	2
87	72	11	96	223	87	71	116	114	2
80	71	13	94	214	80	70	113	118	2
83	74	16	94	206	83	73	114	117	2
52	76	14	78	208	76	72	103	137	2
44	83	19	72	197	83	78	99	145	2
29	116	35	58	191	116	109	86	167	2
12	170	64	50	237	170	157	73	189	2
40	209	102	49	206	209	192	70	195	2
3	233	115	45	252	233	211	64	208	2
6	242	124	45	249	242	219	64	210	2
3	242	151	41	252	242	222	72	212	2
0	241	164	40	255	241	223	77	213	2
1	244	158	41	254	244	225	74	213	2
2	244	141	43	253	244	223	68	212	2
0	233	128	43	255	233	213	68	209	2
2	216	56	52	253	216	194	57	202	2
0	192	24	56	255	192	173	60	195	2
24	172	34	58	219	172	157	67	186	2
4	231	17	58	251	231	205	49	205	2
10	242	29	58	244	242	214	47	207	2
8	246	38	56	247	246	217	46	209	2
5	244	43	55	250	244	216	47	208	2
5	245	49	55	250	245	217	48	209	2
7	243	55	54	248	243	215	49	208	2
1	235	50	54	254	235	209	50	207	2
10	188	45	54	241	188	171	64	194	2
0	132	0	60	255	132	122	75	179	2
0	84	0	60	255	84	77	90	165	2
0	85	4	59	255	85	78	89	166	2
1	81	13	56	252	81	75	93	164	2
1	80	11	56	252	80	74	93	163	2
0	76	6	58	255	76	70	93	163	2
1	73	2	60	252	73	67	93	161	2
6	81	8	59	236	81	75	92	162	2
3	100	13	57	247	100	93	86	169	2
5	106	17	56	243	106	99	85	171	2
2	112	14	57	250	112	104	83	173	2
4	112	14	57	246	112	104	83	173	2
6	112	15	57	241	112	104	83	172	2
7	115	16	58	239	115	107	82	173	2
6	115	13	58	242	115	107	82	173	2
6	116	13	58	242	116	108	81	173	2
6	119	13	58	242	119	110	80	174	2
2	116	10	58	251	116	107	81	174	2
1	116	9	58	253	116	107	81	174	2
0	111	12	57	255	111	103	83	173	2
0	109	12	57	255	109	101	83	173	2
7	109	28	54	239	109	102	86	171	2
2	106	25	53	250	106	99	86	172	2
3	114	30	53	248	114	106	85	174	2
1	113	28	53	253	113	105	84	174	2
2	116	32	52	251	116	108	84	175	2
4	123	40	51	247	123	115	83	176	2
4	123	44	50	247	123	115	84	177	2
1	123	40	50	253	123	115	83	177	2
0	125	36	51	255	125	117	82	178	2
0	129	31	53	255	129	120	80	179	2
0	134	28	54	255	134	124	77	180	2
0	138	26	54	255	138	128	76	181	2
0	139	23	55	255	139	128	75	181	2
0	137	17	56	255	137	126	75	181	2
1	137	13	57	253	137	126	75	180	2
2	127	19	56	251	127	117	79	178	2
0	134	23	55	255	134	124	77	180	2
2	136	29	54	251	136	126	77	180	2
1	126	19	56	253	126	117	79	177	2
0	127	21	55	255	127	118	78	178	2
1	129	20	56	253	129	119	78	178	2
2	129	13	57	251	129	119	77	178	2
5	129	17	57	245	129	119	78	177	2
6	128	22	56	243	128	119	79	177	2
6	126	26	55	243	126	117	80	177	2
8	126	33	54	239	126	117	81	176	2
9	123	32	54	236	123	115	82	175	2
9	119	30	54	236	119	111	83	174	2
8	118	26	55	238	118	110	82	174	2
9	120	26	55	236	120	112	82	174	2
10	117	30	54	233	117	109	83	173	2
9	115	30	54	235	115	107	84	172	2
14	110	30	55	223	110	103	86	170	2
13	107	28	55	224	107	100	87	169	2
25	98	19	62	206	98	91	89	161	2
30	100	21	63	201	100	94	89	160	2
56	94	6	77	239	94	88	94	143	2
53	90	2	77	249	90	85	95	143	2
77	78	0	90	255	78	75	107	123	2
71	71	0	90	255	71	68	109	122	2
82	65	0	96	255	82	64	116	113	2
85	61	0	98	255	85	60	121	109	2
92	55	0	102	255	92	56	127	102	2
94	51	0	104	255	94	53	131	98	2
96	49	0	105	255	96	52	134	96	2
99	52	0	104	255	99	54	133	96	2
100	53	0	104	255	100	56	132	96	2
100	51	0	105	255	100	54	134	95	2
101	48	0	106	255	101	52	137	93	2
108	46	0	107	255	108	52	141	88	2
113	42	0	109	255	113	50	147	84	2
117	40	0	110	255	117	49	150	81	2
123	44	1	109	253	123	54	149	80	2
126	46	1	109	253	126	56	149	79	2
123	49	1	108	253	123	57	146	82	2
124	48	0	108	255	124	57	147	81	2
123	48	0	108	255	123	56	146	82	2
124	47	0	109	255	124	56	148	81	2
127	46	0	109	255	127	56	150	79	2
126	45	0	109	255	126	55	150	79	2
123	41	0	110	255	123	51	152	78	2
119	37	0	111	255	119	47	153	78	2
121	38	1	111	253	121	49	153	78	2
122	44	2	110	251	122	53	149	80	2
118	45	1	109	253	118	54	146	83	2
113	44	0	108	255	113	51	145	85	2
110	44	1	108	253	110	51	144	86	2
107	45	1	108	253	107	51	141	88	2
102	45	0	107	255	102	50	139	91	2
104	48	0	106	255	104	52	138	91	2
106	51	0	106	255	106	55	136	92	2
105	53	0	105	255	105	57	135	93	2
103	55	0	104	255	103	58	132	95	2
102	54	0	104	255	102	57	133	95	2
101	53	0	104	255	101	56	133	95	2
99	51	0	105	255	99	54	133	95	2
97	49	0	105	255	97	52	134	96	2
94	48	0	105	255	94	50	134	96	2
92	50	0	104	255	92	52	131	99	2
95	54	0	103	255	95	55	130	99	2
96	56	0	103	255	96	58	129	100	2
99	57	0	103	255	99	59	129	98	2
95	57	0	102	255	95	58	127	101	2
98	57	1	103	252	98	59	129	99	2
97	59	2	102	250	97	60	127	101	2
99	61	4	102	245	99	63	127	101	2
92	64	3	99	247	92	64	122	106	2
89	67	3	98	246	89	66	119	110	2
70	71	2	90	248	71	68	109	123	2
67	76	3	86	245	76	72	105	128	2
43	86	4	74	243	86	80	95	147	2
34	85	4	71	243	85	79	93	151	2
7	88	7	60	235	88	81	90	164	2
7	92	7	60	236	92	85	89	166	2
6	91	9	59	238	91	84	89	165	2
5	89	6	60	241	89	82	89	165	2
3	93	6	59	247	93	86	88	167	2
2	95	4	59	250	95	88	87	168	2
1	94	3	59	252	94	87	87	168	2
1	98	6	58	252	98	91	86	169	2
1	99	10	57	252	99	92	86	169	2
0	102	11	57	255	102	95	85	170	2
1	105	12	57	253	105	97	84	171	2
3	109	15	57	248	109	101	84	172	2
3	116	8	59	248	116	107	80	174	2
5	120	7	60	244	120	111	79	174	2
5	123	10	59	245	123	114	79	175	2
6	125	12	59	243	125	116	78	176	2
7	120	13	58	240	120	111	80	174	2
8	121	18	57	238	121	112	80	175	2
9	120	21	57	236	120	112	81	174	2
8	118	24	56	238	118	110	82	174	2
11	116	21	57	231	116	108	83	172	2
14	113	18	59	223	113	105	83	170	2
9	106	16	58	233	106	99	85	169	2
9	103	23	56	233	103	96	87	168	2
9	102	23	55	233	102	95	87	168	2
7	95	19	56	236	95	88	89	167	2
5	92	17	56	241	92	85	90	166	2
5	87	19	55	240	87	81	91	165	2
3	85	17	55	246	85	79	92	165	2
1	86	15	55	252	86	80	91	165	2
2	87	16	55	249	87	81	91	166	2
7	93	21	55	236	93	87	90	166	2
9	97	22	56	231	97	90	89	167	2
7	97	20	56	237	97	90	89	168	2
5	97	18	56	242	97	90	88	168	2
5	98	20	55	242	98	91	88	168	2
4	97	19	55	244	97	90	88	168	2
4	98	17	56	245	98	91	87	169	2
3	101	15	56	247	101	94	86	169	2
2	101	13	57	250	101	94	86	170	2
4	102	15	57	245	102	95	86	170	2
2	103	13	57	250	103	96	85	171	2
2	105	10	58	250	105	97	84	171	2
3	107	10	58	248	107	99	84	171	2
3	107	10	58	248	107	99	84	171	2
2	105	8	58	250	105	97	84	171	2
1	105	6	59	253	105	97	84	171	2
1	106	5	59	253	106	98	83	171	2
1	106	4	59	253	106	98	83	171	2
1	107	3	59	253	107	99	83	171	2
1	108	2	60	253	108	100	83	172	2
0	109	1	60	255	109	101	82	173	2
0	106	1	60	255	106	98	83	172	2
1	102	1	60	253	102	94	85	170	2
1	101	3	59	252	101	93	85	170	2
1	101	9	58	252	101	94	85	170	2
2	102	11	57	250	102	95	85	170	2
4	97	17	56	244	97	90	88	168	2
4	96	16	56	244	96	89	88	168	2
4	98	12	57	245	98	91	87	169	2
4	101	13	57	245	101	94	86	169	2
3	101	9	58	247	101	94	86	169	2
2	100	6	59	250	100	93	86	170	2
2	101	9	58	250	101	94	85	170	2
1	102	11	57	253	102	95	85	170	2
0	100	11	57	255	100	93	86	170	2
2	96	11	57	250	96	89	87	168	2
1	96	11	57	252	96	89	87	168	2
0	95	10	57	255	95	88	87	168	2
0	93	8	57	255	93	86	88	168	2
12	91	9	61	230	91	84	89	164	2
13	87	6	63	237	87	80	90	162	2
31	82	4	70	243	82	76	94	152	2
48	83	6	76	237	83	78	97	142	2
61	81	8	82	230	81	77	101	134	2
76	72	5	92	238	76	70	111	120	2
78	70	3	93	245	78	68	112	118	2
88	63	0	98	255	88	63	120	108	2
92	64	0	99	255	92	64	121	106	2
96	61	0	101	255	96	62	125	102	2
101	61	0	102	255	101	63	127	100	2
104	61	0	102	255	104	63	129	98	2
108	59	0	104	255	108	62	132	95	2
110	58	0	104	255	110	61	134	93	2
113	57	0	105	255	113	61	135	91	2
118	58	0	105	255	118	63	137	89	2
118	58	0	105	255	118	63	137	89	2
121	55	0	106	255	121	61	140	86	2
121	53	0	107	255	121	60	142	85	2
125	55	0	107	255	125	62	142	84	2
135	57	0	107	255	135	66	145	80	2
137	56	0	108	255	137	66	146	79	2
134	54	0	108	255	134	63	147	79	2
131	52	0	108	255	131	61	147	80	2
131	50	0	109	255	131	60	148	79	2
136	52	0	109	255	136	62	150	77	2
139	52	0	109	255	139	63	150	76	2
143	48	0	110	255	143	61	155	72	2
145	43	0	111	255	145	58	159	69	2
140	42	0	111	255	140	56	158	71	2
137	42	0	111	255	137	55	157	72	2
137	45	0	110	255	137	58	155	74	2
137	50	0	109	255	137	61	151	76	2
139	53	1	109	253	139	64	150	76	2
138	54	2	109	251	138	64	149	77	2
137	53	1	109	253	137	63	149	77	2
138	56	0	108	255	138	66	147	78	2
136	55	0	108	255	136	65	147	79	2
135	54	1	108	253	135	64	147	79	2
136	56	2	108	251	136	65	146	79	2
136	59	3	107	249	136	68	145	81	2
128	60	2	106	251	128	67	140	85	2
125	57	0	106	255	125	64	141	85	2
124	55	1	107	253	124	62	142	85	2
124	55	1	107	253	124	62	142	85	2
118	55	1	106	253	118	61	139	88	2
112	54	1	106	253	112	59	138	90	2
109	56	0	105	255	109	60	135	93	2
98	61	0	101	255	98	62	126	101	2
101	64	0	101	255	101	65	125	101	2
92	69	0	98	255	92	68	118	109	2
91	71	0	97	255	91	70	116	111	2
87	69	3	96	246	87	68	116	112	2
87	66	5	98	240	87	65	119	110	2
87	64	5	98	240	87	64	120	109	2
83	64	8	98	230	83	63	118	112	2
92	68	11	99	225	92	68	120	109	2
57	75	13	81	211	75	71	103	134	2
51	77	15	77	205	77	73	102	138	2
26	113	30	59	196	113	106	86	167	2
18	163	61	51	227	163	151	75	186	2
34	202	95	49	212	202	186	71	195	2
2	234	110	46	253	234	212	62	208	2
9	243	118	46	246	243	219	62	210	2
4	243	148	42	251	243	223	71	212	2
2	244	157	41	253	244	224	73	213	2
3	245	150	42	252	245	224	71	212	2
2	241	138	43	253	241	220	68	211	2
0	230	115	45	255	230	209	65	207	2
0	214	39	55	255	214	192	55	201	2
0	199	24	56	255	199	179	58	197	2
26	173	40	57	217	173	158	68	186	2
4	230	11	59	251	230	204	49	205	2
8	239	27	58	246	239	212	47	207	2
7	243	40	56	248	243	215	47	208	2
3	240	42	55	252	240	213	48	208	2
2	237	41	55	253	237	210	49	207	2
2	236	53	53	253	236	210	51	207	2
0	234	53	53	255	234	208	51	206	2
9	185	41	55	243	185	168	64	193	2
0	130	0	60	255	130	120	76	178	2
0	86	2	59	255	86	79	89	166	2
0	84	5	58	255	84	77	90	165	2
0	80	12	56	255	80	74	93	164	2
0	78	8	57	255	78	72	92	163	2
1	76	6	58	252	76	70	93	162	2
4	88	7	59	243	88	81	90	165	2
17	109	21	59	215	109	102	85	169	2
16	145	38	55	227	145	134	76	180	2
21	155	45	55	220	155	143	74	183	2
15	160	55	52	231	160	148	74	185	2
19	169	61	52	226	169	156	73	187	2
21	171	63	52	224	171	158	73	188	2
21	176	66	51	225	176	162	72	189	2
22	180	68	51	224	180	166	71	190	2
20	183	64	52	227	183	168	69	191	2
20	190	66	52	228	190	174	67	193	2
21	194	74	51	227	194	177	68	194	2
22	200	80	50	227	200	183	67	196	2
21	197	81	50	228	197	180	68	195	2
21	202	85	49	229	202	185	67	197	2
16	202	84	49	235	202	185	67	197	2
13	200	84	49	238	200	183	68	197	2
11	195	92	47	241	195	180	72	197	2
11	194	92	47	241	194	179	72	197	2
16	196	98	46	234	196	181	73	197	2
20	202	101	47	230	202	186	72	198	2
17	201	98	47	233	201	185	71	198	2
17	198	89	48	233	198	182	70	197	2
19	195	83	49	230	195	179	69	195	2
18	194	68	51	231	194	177	66	195	2
21	196	64	53	228	196	178	65	195	2
27	199	59	54	220	199	181	63	194	2
26	195	54	55	221	195	177	63	193	2
29	193	51	56	217	193	175	64	192	2
33	196	54	56	212	196	178	63	192	2
34	187	66	54	209	187	171	69	189	2
32	188	68	53	212	188	172	69	190	2
33	189	76	52	210	189	174	70	190	2
38	191	80	52	204	191	176	71	190	2
40	190	83	51	201	190	175	72	189	2
37	188	77	52	205	188	173	71	189	2
39	189	73	53	202	189	173	70	189	2
35	185	73	52	207	185	170	71	189	2
30	178	70	52	212	178	164	72	188	2
28	175	72	51	214	175	162	74	187	2
27	174	75	50	215	174	161	75	188	2
27	171	73	50	215	171	159	75	187	2
22	168	70	50	222	168	156	76	187	2
21	166	63	51	223	166	154	74	186	2
19	168	61	52	226	168	155	73	187	2
23	171	70	50	221	171	158	74	188	2
21	170	70	50	224	170	158	75	188	2
22	170	59	52	222	170	157	72	187	2
20	171	58	52	225	171	158	72	188	2
27	172	50	55	215	172	158	70	186	2
28	177	50	56	215	177	162	68	187	2
92	148	10	78	238	148	138	81	149	2
78	126	0	79	255	126	118	86	146	2
133	87	0	100	255	133	89	124	96	2
131	75	0	103	255	131	79	131	91	2
162	61	0	109	255	162	75	154	69	2
163	55	0	110	255	163	71	158	66	2
167	44	0	112	255	167	65	167	60	2
160	38	0	113	255	160	60	168	61	2
158	39	1	113	253	158	60	167	62	2
160	46	3	112	250	160	65	163	64	2
156	50	3	111	250	156	66	159	67	2
151	47	4	111	248	151	63	159	68	2
145	42	3	112	250	145	58	160	69	2
146	38	1	112	253	146	56	163	67	2
146	31	0	114	255	146	52	167	64	2
145	31	0	114	255	145	52	166	65	2
148	35	0	113	255	148	54	166	65	2
146	40	0	112	255	146	57	161	67	2
143	44	0	111	255	143	58	158	70	2
138	46	0	110	255	138	58	154	74	2
135	48	1	109	253	135	59	152	76	2
133	46	1	110	253	133	58	152	76	2
129	43	0	110	255	129	54	153	76	2
125	42	0	110	255	125	53	151	78	2
122	40	0	110	255	122	50	153	78	2
121	38	0	111	255	121	49	152	78	2
124	37	0	111	255	124	49	154	76	2
126	39	0	111	255	126	51	154	76	2
126	39	0	111	255	126	51	154	76	2
128	39	0	111	255	128	51	155	75	2
130	41	1	111	253	130	53	155	75	2
133	45	0	110	255	133	57	153	76	2
135	48	1	109	253	135	59	152	76	2
139	50	1	109	253	139	62	152	75	2
142	50	0	109	255	142	62	153	73	2
144	51	0	109	255	144	64	153	73	2
149	52	0	110	255	149	65	155	71	2
152	50	0	110	255	152	65	157	69	2
158	47	0	111	255	158	65	161	65	2
158	45	0	111	255	158	63	163	64	2
161	43	0	112	255	161	63	165	62	2
160	44	0	112	255	160	63	164	63	2
164	47	0	111	255	164	66	164	62	2
169	52	0	111	255	169	71	162	62	2
175	53	0	111	255	175	73	165	60	2
173	52	0	111	255	173	72	164	61	2
174	52	0	111	255	174	72	165	60	2
171	55	0	110	255	171	73	161	63	2
168	59	1	110	253	168	75	158	66	2
157	63	2	108	252	157	75	150	72	2
144	69	3	106	250	144	77	141	81	2
129	76	5	103	245	129	80	130	93	2
104	89	9	95	233	104	88	112	113	2
90	100	12	87	224	100	96	101	127	2
56	114	11	73	230	114	107	87	153	2
45	115	12	70	228	115	107	85	159	2
18	122	15	61	224	122	113	80	172	2
19	124	19	60	216	124	115	80	173	2
20	123	28	58	214	123	115	82	172	2
16	119	24	58	221	119	111	82	172	2
17	125	25	58	220	125	116	80	174	2
18	127	27	58	219	127	118	80	174	2
22	125	30	58	210	125	116	82	173	2
23	127	32	57	209	127	118	81	173	2
14	122	31	55	226	122	114	82	174	2
29	138	47	55	201	138	129	81	175	2
34	151	57	54	198	151	141	79	178	2
26	145	51	54	209	145	135	79	178	2
24	153	41	56	215	153	141	74	181	2
25	157	42	56	214	157	145	73	182	2
24	165	50	54	218	165	152	72	185	2
21	164	49	54	222	164	151	72	185	2
23	166	56	53	220	166	153	73	186	2
24	167	59	53	218	167	154	73	186	2
24	171	66	51	219	171	158	74	187	2
22	171	68	51	222	171	158	74	188	2
25	174	62	53	218	174	160	72	187	2
21	169	47	55	223	169	155	70	186	2
13	164	39	55	235	164	151	70	186	2
11	159	32	56	237	159	146	71	185	2
6	155	27	56	245	155	142	71	185	2
6	148	30	55	245	148	136	73	183	2
5	152	31	55	247	152	140	72	184	2
5	154	33	54	247	154	142	72	185	2
1	153	30	54	253	153	141	72	185	2
0	151	30	54	255	151	139	72	185	2
0	149	27	55	255	149	137	72	184	2
1	155	34	54	253	155	143	72	185	2
1	152	29	54	253	152	140	72	185	2
0	148	27	55	255	148	136	73	184	2
2	149	30	54	252	149	137	73	184	2
5	148	34	54	246	148	137	74	183	2
5	145	33	54	246	145	134	75	182	2
8	147	25	56	241	147	135	73	182	2
9	148	18	58	239	148	136	72	182	2
10	145	22	57	237	145	134	74	181	2
13	146	30	56	232	146	135	74	181	2
15	150	32	56	229	150	138	73	182	2
19	153	32	57	223	153	141	73	182	2
18	151	30	57	225	151	139	73	182	2
19	147	30	57	222	147	136	74	180	2
15	142	26	57	228	142	131	75	180	2
16	142	28	57	226	142	131	75	179	2
19	146	32	57	222	146	135	75	180	2
22	147	30	58	217	147	136	74	179	2
23	146	29	59	215	146	135	75	179	2
19	143	25	59	221	143	132	75	179	2
16	141	23	58	226	141	130	75	179	2
16	136	24	58	225	136	126	77	177	2
18	133	26	58	220	133	123	78	176	2
16	132	30	56	224	132	123	79	176	2
11	126	34	54	233	126	117	82	176	2
13	129	37	54	229	129	120	81	176	2
21	128	45	53	213	128	120	84	174	2
16	128	41	53	223	128	120	82	175	2
16	132	33	56	224	132	123	80	176	2
14	132	30	56	228	132	123	79	177	2
11	135	24	57	234	135	125	77	178	2
9	136	21	57	238	136	126	76	179	2
7	141	21	57	242	141	130	75	181	2
7	145	21	57	243	145	134	73	182	2
10	146	22	57	238	146	134	73	181	2
11	145	22	58	236	145	134	74	181	2
6	143	17	58	244	143	132	73	181	2
6	146	12	59	245	146	134	72	182	2
5	147	10	59	246	147	135	72	182	2
16	147	20	59	227	147	135	73	180	2
14	149	18	59	231	149	137	72	182	2
57	147	12	70	234	147	136	76	166	2
68	142	5	74	246	142	132	78	158	2
99	119	1	85	253	119	113	94	131	2
126	97	1	97	253	126	97	115	105	2
133	80	0	102	255	133	84	128	93	2
164	62	0	109	255	164	76	154	69	2
172	63	0	109	255	172	78	157	65	2
175	65	0	109	255	175	80	157	65	2
174	64	1	109	254	174	80	156	65	2
174	62	1	109	254	174	78	158	64	2
172	60	1	110	254	172	77	158	64	2
172	58	1	110	254	172	75	160	64	2
173	58	2	110	252	173	75	161	63	2
173	59	2	110	252	173	76	160	63	2
169	59	2	110	252	169	75	158	65	2
164	55	1	110	253	164	71	159	66	2
161	53	2	110	252	161	69	159	66	2
164	56	3	110	250	164	72	158	66	2
169	60	4	110	249	169	76	157	66	2
171	62	5	110	248	171	78	157	66	2
164	62	6	109	246	164	76	154	69	2
157	60	5	109	247	157	73	153	71	2
156	60	4	109	248	156	73	152	72	2
156	62	5	109	247	156	74	151	73	2
158	63	6	109	245	158	76	151	72	2
163	62	7	109	244	163	76	153	69	2
161	59	5	110	247	161	73	155	69	2
155	58	4	109	248	155	71	153	71	2
153	58	3	109	250	153	71	152	72	2
149	58	1	108	253	149	70	150	74	2
147	60	2	108	252	147	71	148	76	2
156	64	5	108	247	156	76	149	74	2
159	66	6	108	245	159	78	150	73	2
157	62	2	108	252	157	74	151	72	2
159	59	0	109	255	159	73	154	70	2
160	57	0	109	255	160	71	156	68	2
160	57	2	110	252	160	71	156	68	2
166	59	5	110	247	166	75	157	67	2
169	61	6	110	246	169	77	157	66	2
166	59	3	110	250	166	74	157	67	2
168	55	0	110	255	168	72	160	64	2
164	55	0	110	255	164	71	159	66	2
167	56	1	110	253	167	73	159	65	2
167	54	1	110	253	167	71	160	64	2
167	53	0	111	255	167	71	161	64	2
165	53	0	110	255	165	70	160	65	2
162	54	0	110	255	162	70	158	66	2
165	55	0	110	255	165	71	159	65	2
159	64	0	108	255	159	76	150	72	2
167	67	1	108	253	167	80	152	70	2
160	66	1	108	253	160	78	150	72	2
156	63	1	108	253	156	75	150	73	2
147	55	0	109	255	147	67	151	73	2
134	48	1	109	253	134	59	151	76	2
137	55	2	108	251	137	65	148	78	2
88	68	11	98	223	88	68	118	111	2
84	69	12	96	219	84	68	116	114	2
33	111	29	61	188	111	104	88	163	2
29	155	61	52	207	155	144	78	181	2
35	198	91	50	210	198	182	71	193	2
5	237	104	47	250	237	214	60	208	2
10	243	112	47	244	243	219	60	210	2
4	245	145	42	251	245	224	69	212	2
4	246	149	42	251	246	225	70	213	2
3	244	143	43	252	244	223	69	212	2
2	235	131	43	253	235	215	68	209	2
0	222	97	47	255	222	201	63	205	2
0	217	39	55	255	217	194	54	202	2
0	210	32	55	255	210	188	55	200	2
26	180	40	57	218	180	164	66	188	2
4	226	15	59	251	226	201	50	204	2
7	237	28	57	247	237	210	48	206	2
4	240	33	56	251	240	212	47	207	2
1	238	30	56	254	238	211	48	207	2
1	238	28	57	254	238	211	48	207	2
6	238	55	54	249	238	212	50	207	2
5	233	54	54	250	233	208	51	206	2
10	187	40	55	241	187	170	63	193	2
0	130	1	60	255	130	120	76	178	2
0	89	3	59	255	89	82	89	167	2
0	85	8	57	255	85	78	91	166	2
0	81	13	55	255	81	75	93	164	2
0	81	7	57	255	81	75	92	165	2
9	90	13	59	229	90	84	90	164	2
6	153	11	59	245	153	140	70	184	2
56	215	64	59	189	215	194	60	191	2
36	242	77	54	217	242	216	53	205	2
39	243	85	53	214	243	217	55	204	2
35	233	112	48	217	233	211	64	204	2
39	237	116	48	213	237	215	64	204	2
37	237	115	48	215	237	215	64	204	2
37	233	113	48	215	233	211	65	203	2
39	232	113	49	212	232	211	65	202	2
35	232	103	50	217	232	210	62	203	2
36	234	100	50	216	234	211	61	203	2
39	234	109	49	213	234	212	63	203	2
40	234	111	49	211	234	212	64	203	2
45	236	116	49	206	236	214	65	202	2
47	238	118	49	205	238	216	65	202	2
46	237	117	49	206	237	215	65	202	2
48	237	121	48	203	237	215	66	202	2
54	238	135	47	197	238	218	70	201	2
53	238	137	46	198	238	218	70	202	2
52	236	139	46	199	236	217	72	202	2
49	238	139	46	203	238	218	71	203	2
45	238	138	46	207	238	218	70	204	2
44	237	132	46	208	237	217	69	204	2
38	234	126	47	214	234	213	68	204	2
34	231	110	48	217	231	210	64	203	2
31	232	109	48	221	232	210	64	204	2
35	234	100	50	217	234	211	61	203	2
29	230	96	50	223	230	208	61	203	2
30	234	95	50	222	234	211	59	204	2
30	236	99	50	223	236	213	60	205	2
27	232	107	48	225	232	210	63	205	2
24	233	110	48	229	233	211	63	205	2
26	234	119	47	227	234	213	66	206	2
27	240	123	46	226	240	218	64	207	2
18	236	114	47	236	236	214	63	207	2
16	235	109	47	238	235	213	62	207	2
15	236	105	48	239	236	213	61	207	2
12	233	101	48	242	233	210	61	207	2
15	235	102	48	239	235	212	60	207	2
23	236	110	48	230	236	213	62	206	2
26	236	114	47	227	236	214	63	206	2
27	233	115	47	225	233	212	65	205	2
27	232	115	47	225	232	211	65	205	2
31	232	107	49	221	232	210	63	204	2
25	225	98	49	227	225	204	63	203	2
35	225	109	48	215	225	205	66	201	2
34	224	108	48	216	224	204	66	201	2
35	224	88	52	215	224	202	61	200	2
34	222	86	52	216	222	201	61	200	2
36	220	75	54	213	220	198	60	198	2
52	221	75	56	195	221	199	60	194	2
140	202	48	78	194	202	186	75	148	2
123	159	22	82	220	159	149	85	137	2
153	99	7	101	243	153	102	125	92	2
153	85	2	104	252	153	91	134	85	2
171	68	4	109	249	171	82	153	68	2
171	61	2	110	252	171	77	158	65	2
173	50	3	112	251	173	70	166	60	2
169	45	1	112	253	169	66	167	60	2
171	46	7	113	245	171	68	167	59	2
180	56	12	112	238	180	77	165	60	2
180	61	11	111	239	180	80	161	62	2
180	56	10	112	241	180	76	165	59	2
176	48	6	113	246	176	70	168	58	2
175	37	1	114	254	175	64	174	55	2
178	28	0	115	255	178	61	179	51	2
180	28	0	115	255	180	61	180	50	2
186	29	0	115	255	186	64	182	48	2
186	32	0	115	255	186	65	180	48	2
190	34	0	115	255	190	67	181	48	2
188	36	1	114	254	188	68	179	49	2
192	37	2	115	252	192	69	180	48	2
194	35	1	115	254	194	69	181	46	2
194	32	0	115	255	194	68	183	45	2
199	31	0	115	255	199	69	185	43	2
201	31	0	115	255	201	70	185	43	2
208	27	0	116	255	208	71	189	39	2
212	26	0	116	255	212	72	191	38	2
212	28	1	116	254	212	72	190	38	2
208	28	0	116	255	208	71	188	40	2
206	32	0	115	255	206	72	186	41	2
208	36	3	115	251	208	74	185	41	2
202	43	1	114	254	202	75	180	46	2
202	49	2	113	252	202	78	177	48	2
195	51	2	112	252	195	77	173	51	2
191	51	1	112	254	191	76	171	53	2
190	50	0	112	255	190	75	172	53	2
190	50	0	112	255	190	75	172	53	2
192	46	0	113	255	192	74	174	51	2
190	42	0	113	255	190	71	177	50	2
189	43	2	113	252	189	71	176	51	2
189	44	3	113	251	189	72	175	51	2
186	48	2	113	252	186	73	171	54	2
186	52	3	112	251	186	75	169	55	2
188	56	4	112	250	188	78	167	56	2
186	56	3	111	251	186	78	166	57	2
182	56	2	111	252	182	77	165	58	2
183	61	6	111	247	183	80	162	60	2
183	68	10	110	241	183	85	158	63	2
183	74	14	109	236	183	89	154	66	2
175	83	16	107	232	175	94	145	73	2
172	94	18	105	228	172	101	137	80	2
158	112	23	100	218	158	114	120	96	2
151	138	33	93	199	151	134	104	113	2
128	156	35	83	198	156	147	89	133	2
81	169	26	72	216	169	156	73	163	2
60	171	27	67	215	171	157	70	174	2
31	178	31	60	211	178	162	65	186	2
31	182	37	59	212	182	166	65	188	2
